Order ID,Items,Item_Count
OD-000318,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-000319,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Storage'), np.str_('Bookcases')]",4
OD-000320,"[np.str_('Labels'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Copiers'), np.str_('Storage')]",5
OD-000321,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Machines')]",3
OD-000322,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000323,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000324,"[np.str_('Binders'), np.str_('Paper'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000325,"[np.str_('Binders'), np.str_('Phones')]",2
OD-000327,"[np.str_('Labels'), np.str_('Tables'), np.str_('Copiers')]",3
OD-000328,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000329,"[np.str_('Binders'), np.str_('Bookcases')]",2
OD-000330,"[np.str_('Labels'), np.str_('Paper'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000331,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-000332,"[np.str_('Chairs'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000333,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Storage')]",5
OD-000334,"[np.str_('Bookcases'), np.str_('Furnishings')]",2
OD-000335,"[np.str_('Paper'), np.str_('Storage'), np.str_('Bookcases'), np.str_('Supplies')]",4
OD-000336,"[np.str_('Labels'), np.str_('Storage')]",2
OD-000337,"[np.str_('Phones'), np.str_('Furnishings')]",2
OD-000338,"[np.str_('Labels'), np.str_('Storage'), np.str_('Phones'), np.str_('Accessories')]",4
OD-000339,"[np.str_('Furnishings'), np.str_('Binders'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000341,"[np.str_('Storage'), np.str_('Furnishings')]",2
OD-000342,"[np.str_('Labels'), np.str_('Binders')]",2
OD-000343,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-000344,"[np.str_('Copiers'), np.str_('Phones')]",2
OD-000345,"[np.str_('Labels'), np.str_('Storage')]",2
OD-000346,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Furnishings')]",3
OD-000347,"[np.str_('Chairs'), np.str_('Accessories'), np.str_('Paper'), np.str_('Furnishings')]",4
OD-000348,"[np.str_('Bookcases'), np.str_('Chairs')]",2
OD-000349,"[np.str_('Copiers'), np.str_('Phones')]",2
OD-000350,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000351,"[np.str_('Binders'), np.str_('Paper')]",2
OD-000352,"[np.str_('Labels'), np.str_('Binders'), np.str_('Furnishings')]",3
OD-000353,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Copiers'), np.str_('Storage')]",4
OD-000354,"[np.str_('Furnishings'), np.str_('Paper'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000355,"[np.str_('Paper'), np.str_('Storage'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000356,"[np.str_('Binders'), np.str_('Paper'), np.str_('Chairs')]",3
OD-000357,"[np.str_('Labels'), np.str_('Binders'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Storage')]",5
OD-000358,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Chairs')]",3
OD-000359,"[np.str_('Binders'), np.str_('Phones')]",2
OD-000360,"[np.str_('Paper'), np.str_('Binders'), np.str_('Labels'), np.str_('Bookcases'), np.str_('Machines')]",5
OD-000361,"[np.str_('Copiers'), np.str_('Storage')]",2
OD-000362,"[np.str_('Machines'), np.str_('Phones'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000363,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-000364,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Copiers'), np.str_('Storage')]",5
OD-000365,"[np.str_('Accessories'), np.str_('Paper')]",2
OD-000366,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Storage')]",3
OD-000367,"[np.str_('Labels'), np.str_('Paper'), np.str_('Tables'), np.str_('Accessories')]",4
OD-000368,"[np.str_('Labels'), np.str_('Chairs')]",2
OD-000369,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Binders')]",3
OD-000370,"[np.str_('Furnishings'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Chairs')]",4
OD-000371,"[np.str_('Paper'), np.str_('Storage'), np.str_('Tables'), np.str_('Chairs')]",4
OD-000372,"[np.str_('Binders'), np.str_('Supplies')]",2
OD-000373,"[np.str_('Paper'), np.str_('Supplies'), np.str_('Furnishings')]",3
OD-000374,"[np.str_('Labels'), np.str_('Tables'), np.str_('Paper'), np.str_('Storage')]",4
OD-000375,"[np.str_('Binders'), np.str_('Labels'), np.str_('Copiers'), np.str_('Storage')]",4
OD-000376,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-000377,"[np.str_('Machines'), np.str_('Accessories'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000378,"[np.str_('Accessories'), np.str_('Machines'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000379,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-000380,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000381,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Phones'), np.str_('Binders'), np.str_('Copiers')]",5
OD-000382,"[np.str_('Binders'), np.str_('Accessories'), np.str_('Bookcases'), np.str_('Supplies')]",4
OD-000383,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Machines')]",3
OD-000384,"[np.str_('Labels'), np.str_('Tables')]",2
OD-000385,"[np.str_('Phones'), np.str_('Storage'), np.str_('Machines')]",3
OD-000386,"[np.str_('Phones'), np.str_('Storage')]",2
OD-000387,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Phones')]",3
OD-000388,"[np.str_('Paper'), np.str_('Bookcases')]",2
OD-000389,"[np.str_('Labels'), np.str_('Phones'), np.str_('Tables'), np.str_('Chairs')]",4
OD-000390,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-000391,"[np.str_('Machines'), np.str_('Accessories'), np.str_('Supplies')]",3
OD-000392,"[np.str_('Tables'), np.str_('Binders'), np.str_('Machines')]",3
OD-000393,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-000394,"[np.str_('Bookcases'), np.str_('Phones')]",2
OD-000395,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000396,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Paper')]",3
OD-000397,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Machines')]",3
OD-000398,"[np.str_('Binders'), np.str_('Supplies'), np.str_('Accessories')]",3
OD-000400,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000401,"[np.str_('Tables'), np.str_('Bookcases')]",2
OD-000402,"[np.str_('Bookcases'), np.str_('Accessories')]",2
OD-000403,"[np.str_('Phones'), np.str_('Machines')]",2
OD-000404,"[np.str_('Phones'), np.str_('Supplies')]",2
OD-000405,"[np.str_('Labels'), np.str_('Tables'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000406,"[np.str_('Supplies'), np.str_('Furnishings')]",2
OD-000407,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Binders'), np.str_('Accessories')]",4
OD-000408,"[np.str_('Binders'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000409,"[np.str_('Paper'), np.str_('Supplies')]",2
OD-000410,"[np.str_('Bookcases'), np.str_('Tables'), np.str_('Accessories')]",3
OD-000411,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Tables'), np.str_('Chairs')]",4
OD-000412,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000414,"[np.str_('Accessories'), np.str_('Supplies'), np.str_('Phones'), np.str_('Machines')]",4
OD-000415,"[np.str_('Furnishings'), np.str_('Storage'), np.str_('Chairs')]",3
OD-000416,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Labels'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000417,"[np.str_('Binders'), np.str_('Storage'), np.str_('Phones'), np.str_('Machines')]",4
OD-000418,"[np.str_('Labels'), np.str_('Phones')]",2
OD-000419,"[np.str_('Labels'), np.str_('Paper'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000420,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-000421,"[np.str_('Furnishings'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000422,"[np.str_('Labels'), np.str_('Tables'), np.str_('Supplies')]",3
OD-000423,"[np.str_('Machines'), np.str_('Phones'), np.str_('Supplies')]",3
OD-000424,"[np.str_('Tables'), np.str_('Storage'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000425,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000426,"[np.str_('Tables'), np.str_('Phones'), np.str_('Supplies')]",3
OD-000427,"[np.str_('Tables'), np.str_('Phones'), np.str_('Bookcases'), np.str_('Furnishings')]",4
OD-000428,"[np.str_('Tables'), np.str_('Accessories')]",2
OD-000429,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-000430,"[np.str_('Copiers'), np.str_('Furnishings')]",2
OD-000431,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",3
OD-000433,"[np.str_('Tables'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-000434,"[np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000435,"[np.str_('Accessories'), np.str_('Storage')]",2
OD-000436,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Binders'), np.str_('Tables')]",4
OD-000437,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Supplies')]",3
OD-000438,"[np.str_('Binders'), np.str_('Chairs')]",2
OD-000439,"[np.str_('Accessories'), np.str_('Copiers')]",2
OD-000440,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-000441,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000442,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000443,"[np.str_('Tables'), np.str_('Storage'), np.str_('Bookcases')]",3
OD-000444,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-000445,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",4
OD-000446,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Machines')]",3
OD-000447,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Storage'), np.str_('Furnishings')]",4
OD-000448,"[np.str_('Accessories'), np.str_('Tables')]",2
OD-000449,"[np.str_('Tables'), np.str_('Supplies')]",2
OD-000450,"[np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000451,"[np.str_('Tables'), np.str_('Phones'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000452,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000453,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Storage')]",3
OD-000454,"[np.str_('Bookcases'), np.str_('Binders'), np.str_('Supplies')]",3
OD-000455,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000456,"[np.str_('Copiers'), np.str_('Supplies')]",2
OD-000457,"[np.str_('Labels'), np.str_('Storage'), np.str_('Chairs')]",3
OD-000458,"[np.str_('Labels'), np.str_('Tables'), np.str_('Accessories'), np.str_('Chairs')]",4
OD-000459,"[np.str_('Phones'), np.str_('Labels'), np.str_('Copiers'), np.str_('Storage')]",4
OD-000460,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000461,"[np.str_('Phones'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000462,"[np.str_('Labels'), np.str_('Accessories'), np.str_('Storage'), np.str_('Supplies')]",4
OD-000463,"[np.str_('Accessories'), np.str_('Supplies')]",2
OD-000464,"[np.str_('Phones'), np.str_('Storage'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000465,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000466,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-000467,"[np.str_('Labels'), np.str_('Paper'), np.str_('Copiers'), np.str_('Storage')]",4
OD-000468,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-000469,"[np.str_('Furnishings'), np.str_('Accessories'), np.str_('Chairs')]",3
OD-000470,"[np.str_('Tables'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000471,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000472,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Furnishings')]",3
OD-000473,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Copiers'), np.str_('Binders')]",4
OD-000475,"[np.str_('Storage'), np.str_('Supplies')]",2
OD-000476,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-000477,"[np.str_('Phones'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000478,"[np.str_('Paper'), np.str_('Accessories'), np.str_('Binders'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000479,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-000480,"[np.str_('Accessories'), np.str_('Chairs')]",2
OD-000481,"[np.str_('Binders'), np.str_('Tables'), np.str_('Chairs')]",3
OD-000482,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000483,"[np.str_('Accessories'), np.str_('Paper')]",2
OD-000484,"[np.str_('Labels'), np.str_('Binders'), np.str_('Chairs')]",3
OD-000485,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Phones'), np.str_('Machines')]",4
OD-000486,"[np.str_('Paper'), np.str_('Phones'), np.str_('Labels'), np.str_('Machines'), np.str_('Copiers')]",5
OD-000487,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Supplies')]",3
OD-000488,"[np.str_('Binders'), np.str_('Storage'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000489,"[np.str_('Tables'), np.str_('Storage'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000490,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Machines'), np.str_('Paper')]",4
OD-000491,"[np.str_('Binders'), np.str_('Paper'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000492,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-000493,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Storage')]",5
OD-000494,"[np.str_('Bookcases'), np.str_('Storage')]",2
OD-000495,"[np.str_('Phones'), np.str_('Accessories'), np.str_('Storage')]",3
OD-000496,"[np.str_('Binders'), np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000497,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Supplies')]",3
OD-000498,"[np.str_('Bookcases'), np.str_('Copiers')]",2
OD-000499,"[np.str_('Bookcases'), np.str_('Machines')]",2
OD-000500,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Supplies')]",3
OD-000501,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-000502,"[np.str_('Furnishings'), np.str_('Chairs')]",2
OD-000503,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Tables'), np.str_('Binders'), np.str_('Supplies')]",5
OD-000504,"[np.str_('Paper'), np.str_('Storage'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000505,"[np.str_('Tables'), np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000506,"[np.str_('Labels'), np.str_('Paper')]",2
OD-000507,"[np.str_('Phones'), np.str_('Machines')]",2
OD-000508,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Machines')]",3
OD-000509,"[np.str_('Tables'), np.str_('Chairs')]",2
OD-000510,"[np.str_('Phones'), np.str_('Labels'), np.str_('Tables'), np.str_('Machines'), np.str_('Copiers')]",5
OD-000511,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000512,"[np.str_('Bookcases'), np.str_('Accessories')]",2
OD-000513,"[np.str_('Copiers'), np.str_('Chairs')]",2
OD-000514,"[np.str_('Labels'), np.str_('Tables')]",2
OD-000515,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-000516,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Bookcases')]",3
OD-000517,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000518,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-000519,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Tables')]",3
OD-000520,"[np.str_('Chairs'), np.str_('Tables'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000521,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Binders'), np.str_('Chairs')]",4
OD-000522,"[np.str_('Accessories'), np.str_('Bookcases')]",2
OD-000523,"[np.str_('Tables'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000524,"[np.str_('Paper'), np.str_('Tables'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-000525,"[np.str_('Bookcases'), np.str_('Machines'), np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000526,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Bookcases'), np.str_('Supplies')]",4
OD-000527,"[np.str_('Bookcases'), np.str_('Paper')]",2
OD-000528,"[np.str_('Phones'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Furnishings'), np.str_('Supplies')]",5
OD-000529,"[np.str_('Tables'), np.str_('Storage'), np.str_('Machines')]",3
OD-000530,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Machines')]",3
OD-000531,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Tables'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-000532,"[np.str_('Paper'), np.str_('Furnishings')]",2
OD-000533,"[np.str_('Copiers'), np.str_('Phones')]",2
OD-000534,"[np.str_('Bookcases'), np.str_('Furnishings')]",2
OD-000536,"[np.str_('Labels'), np.str_('Storage')]",2
OD-000537,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Furnishings')]",3
OD-000538,"[np.str_('Binders'), np.str_('Labels'), np.str_('Bookcases')]",3
OD-000539,"[np.str_('Paper'), np.str_('Binders'), np.str_('Tables'), np.str_('Furnishings')]",4
OD-000540,"[np.str_('Tables'), np.str_('Machines'), np.str_('Accessories'), np.str_('Furnishings')]",4
OD-000541,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Supplies')]",3
OD-000542,"[np.str_('Storage'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000543,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Binders')]",3
OD-000544,"[np.str_('Labels'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000545,"[np.str_('Tables'), np.str_('Storage'), np.str_('Accessories')]",3
OD-000546,"[np.str_('Binders'), np.str_('Bookcases'), np.str_('Chairs')]",3
OD-000547,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000548,"[np.str_('Paper'), np.str_('Binders'), np.str_('Labels'), np.str_('Furnishings'), np.str_('Storage')]",5
OD-000549,"[np.str_('Machines'), np.str_('Bookcases'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000550,"[np.str_('Supplies'), np.str_('Machines')]",2
OD-000551,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000552,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000553,"[np.str_('Labels'), np.str_('Binders'), np.str_('Storage'), np.str_('Tables')]",4
OD-000554,"[np.str_('Tables'), np.str_('Storage')]",2
OD-000555,"[np.str_('Supplies'), np.str_('Chairs')]",2
OD-000556,"[np.str_('Tables'), np.str_('Phones')]",2
OD-000557,"[np.str_('Labels'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000558,"[np.str_('Phones'), np.str_('Chairs'), np.str_('Tables'), np.str_('Binders'), np.str_('Storage')]",5
OD-000559,"[np.str_('Tables'), np.str_('Paper'), np.str_('Phones')]",3
OD-000560,"[np.str_('Binders'), np.str_('Phones'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000561,"[np.str_('Tables'), np.str_('Binders'), np.str_('Machines')]",3
OD-000562,"[np.str_('Labels'), np.str_('Bookcases')]",2
OD-000563,"[np.str_('Labels'), np.str_('Paper')]",2
OD-000564,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000565,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000566,"[np.str_('Binders'), np.str_('Furnishings')]",2
OD-000567,"[np.str_('Labels'), np.str_('Paper'), np.str_('Storage'), np.str_('Chairs')]",4
OD-000568,"[np.str_('Labels'), np.str_('Paper'), np.str_('Binders'), np.str_('Tables')]",4
OD-000569,"[np.str_('Labels'), np.str_('Tables'), np.str_('Paper'), np.str_('Supplies')]",4
OD-000570,"[np.str_('Labels'), np.str_('Paper'), np.str_('Supplies'), np.str_('Chairs')]",4
OD-000571,"[np.str_('Labels'), np.str_('Bookcases'), np.str_('Accessories')]",3
OD-000572,"[np.str_('Paper'), np.str_('Copiers')]",2
OD-000573,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-000574,"[np.str_('Storage'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000575,"[np.str_('Chairs'), np.str_('Bookcases'), np.str_('Copiers'), np.str_('Furnishings')]",4
OD-000576,"[np.str_('Labels'), np.str_('Binders'), np.str_('Accessories')]",3
OD-000577,"[np.str_('Accessories'), np.str_('Bookcases'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000578,"[np.str_('Labels'), np.str_('Phones'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000579,"[np.str_('Binders'), np.str_('Storage'), np.str_('Bookcases'), np.str_('Machines')]",4
OD-000580,"[np.str_('Labels'), np.str_('Binders'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000581,"[np.str_('Binders'), np.str_('Copiers')]",2
OD-000582,"[np.str_('Tables'), np.str_('Copiers')]",2
OD-000583,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-000585,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Bookcases')]",3
OD-000586,"[np.str_('Copiers'), np.str_('Phones'), np.str_('Supplies')]",3
OD-000587,"[np.str_('Binders'), np.str_('Paper'), np.str_('Phones'), np.str_('Chairs')]",4
OD-000588,"[np.str_('Tables'), np.str_('Accessories')]",2
OD-000589,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Machines')]",3
OD-000590,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Chairs')]",3
OD-000591,"[np.str_('Paper'), np.str_('Phones')]",2
OD-000592,"[np.str_('Paper'), np.str_('Bookcases'), np.str_('Machines')]",3
OD-000593,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Chairs')]",3
OD-000594,"[np.str_('Tables'), np.str_('Storage'), np.str_('Bookcases'), np.str_('Chairs')]",4
OD-000595,"[np.str_('Labels'), np.str_('Binders'), np.str_('Phones'), np.str_('Furnishings')]",4
OD-000596,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Furnishings')]",3
OD-000597,"[np.str_('Copiers'), np.str_('Storage'), np.str_('Supplies')]",3
OD-000598,"[np.str_('Bookcases'), np.str_('Phones'), np.str_('Chairs')]",3
OD-000599,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-000600,"[np.str_('Chairs'), np.str_('Furnishings')]",2
OD-000601,"[np.str_('Accessories'), np.str_('Chairs'), np.str_('Labels'), np.str_('Machines'), np.str_('Supplies')]",5
OD-000602,"[np.str_('Labels'), np.str_('Paper'), np.str_('Tables')]",3
OD-000603,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Phones'), np.str_('Accessories')]",4
OD-000604,"[np.str_('Labels'), np.str_('Copiers'), np.str_('Furnishings')]",3
OD-000605,"[np.str_('Storage'), np.str_('Machines')]",2
OD-000606,"[np.str_('Bookcases'), np.str_('Binders')]",2
OD-000607,"[np.str_('Labels'), np.str_('Paper'), np.str_('Phones'), np.str_('Accessories')]",4
OD-000608,"[np.str_('Labels'), np.str_('Bookcases')]",2
OD-000609,"[np.str_('Paper'), np.str_('Phones'), np.str_('Chairs'), np.str_('Binders'), np.str_('Machines')]",5
OD-000610,"[np.str_('Phones'), np.str_('Supplies'), np.str_('Chairs')]",3
OD-000611,"[np.str_('Bookcases'), np.str_('Paper'), np.str_('Accessories'), np.str_('Tables')]",4
OD-000612,"[np.str_('Chairs'), np.str_('Labels'), np.str_('Binders'), np.str_('Storage'), np.str_('Supplies')]",5
OD-000613,"[np.str_('Accessories'), np.str_('Phones'), np.str_('Chairs'), np.str_('Bookcases'), np.str_('Machines')]",5
OD-000614,"[np.str_('Tables'), np.str_('Chairs')]",2
OD-000615,"[np.str_('Binders'), np.str_('Bookcases')]",2
OD-000616,"[np.str_('Bookcases'), np.str_('Phones')]",2
OD-000617,"[np.str_('Tables'), np.str_('Copiers'), np.str_('Binders')]",3
OD-000618,"[np.str_('Bookcases'), np.str_('Storage'), np.str_('Machines'), np.str_('Chairs')]",4
OD-000619,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-000620,"[np.str_('Accessories'), np.str_('Copiers'), np.str_('Binders'), np.str_('Furnishings')]",4
OD-000621,"[np.str_('Copiers'), np.str_('Machines')]",2
OD-000622,"[np.str_('Accessories'), np.str_('Paper')]",2
OD-000623,"[np.str_('Accessories'), np.str_('Paper'), np.str_('Chairs')]",3
OD-000624,"[np.str_('Tables'), np.str_('Furnishings')]",2
OD-000625,"[np.str_('Bookcases'), np.str_('Copiers'), np.str_('Phones')]",3
OD-000626,"[np.str_('Phones'), np.str_('Chairs')]",2
OD-000627,"[np.str_('Accessories'), np.str_('Supplies'), np.str_('Machines'), np.str_('Furnishings')]",4
OD-000628,"[np.str_('Accessories'), np.str_('Machines'), np.str_('Chairs')]",3
OD-000629,"[np.str_('Binders'), np.str_('Copiers'), np.str_('Supplies'), np.str_('Furnishings')]",4
OD-000630,"[np.str_('Binders'), np.str_('Machines'), np.str_('Furnishings')]",3
OD-000632,"[np.str_('Paper'), np.str_('Storage'), np.str_('Machines')]",3
OD-000633,"[np.str_('Machines'), np.str_('Furnishings')]",2
OD-000634,"[np.str_('Tables'), np.str_('Phones'), np.str_('Accessories')]",3
OD-000635,"[np.str_('Tables'), np.str_('Bookcases')]",2
OD-000636,"[np.str_('Accessories'), np.str_('Phones')]",2
OD-000637,"[np.str_('Paper'), np.str_('Chairs'), np.str_('Labels'), np.str_('Furnishings'), np.str_('Copiers')]",5
OD-000638,"[np.str_('Binders'), np.str_('Bookcases')]",2
OD-000639,"[np.str_('Binders'), np.str_('Paper'), np.str_('Bookcases')]",3
OD-000640,"[np.str_('Accessories'), np.str_('Storage'), np.str_('Bookcases')]",3
OD-000641,"[np.str_('Labels'), np.str_('Copiers')]",2
OD-000642,"[np.str_('Paper'), np.str_('Copiers'), np.str_('Bookcases'), np.str_('Furnishings')]",4
