Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth
778,OD-000225,2032-07-02,2032-07-08,Standard Class,Customer-0958,Customer-0958,Home Office,United States,San Antonio,Pennsylvania,97778,East,PROD-2511,Technology,Phones,Phones - Item 47,323.58,9,0.05,140.52,2032-07
779,OD-000225,2032-07-02,2032-07-04,Same Day,Customer-0958,Customer-0958,Corporate,United States,Philadelphia,Pennsylvania,78376,South,PROD-2774,Furniture,Bookcases,Bookcases - Item 79,249.9,1,0.05,77.25,2032-07
780,OD-000226,2028-08-11,2028-08-12,First Class,Customer-0220,Customer-0220,Consumer,United States,Houston,Texas,83352,South,PROD-8556,Office Supplies,Binders,Binders - Item 98,758.99,2,0.0,164.14,2028-08
781,OD-000226,2028-08-11,2028-08-16,Same Day,Customer-0220,Customer-0220,Home Office,United States,Houston,Illinois,64800,East,PROD-3060,Office Supplies,Storage,Storage - Item 62,615.2,1,0.05,138.03,2028-08
782,OD-000226,2028-08-11,2028-08-16,Same Day,Customer-0220,Customer-0220,Home Office,United States,Philadelphia,Texas,50379,Central,PROD-8535,Technology,Copiers,Copiers - Item 41,520.34,6,0.05,101.55,2028-08
783,OD-000227,2019-07-22,2019-07-27,Standard Class,Customer-0962,Customer-0962,Corporate,United States,Chicago,Arizona,77156,East,PROD-5308,Furniture,Bookcases,Bookcases - Item 53,977.07,1,0.1,15.13,2019-07
784,OD-000227,2019-07-22,2019-07-23,Standard Class,Customer-0962,Customer-0962,Consumer,United States,New York,Pennsylvania,97681,Central,PROD-8903,Furniture,Chairs,Chairs - Item 5,439.36,3,0.2,137.23,2019-07
785,OD-000227,2019-07-22,2019-07-27,Same Day,Customer-0962,Customer-0962,Corporate,United States,Philadelphia,Texas,79537,South,PROD-7556,Office Supplies,Paper,Paper - Item 3,324.37,9,0.05,108.15,2019-07
786,OD-000228,2027-11-30,2027-12-01,Standard Class,Customer-0704,Customer-0704,Consumer,United States,San Diego,Illinois,30096,East,PROD-9509,Technology,Phones,Phones - Item 54,355.22,5,0.0,111.2,2027-11
787,OD-000228,2027-11-30,2027-12-05,Second Class,Customer-0704,Customer-0704,Home Office,United States,Los Angeles,Texas,92598,Central,PROD-6643,Office Supplies,Storage,Storage - Item 80,778.63,2,0.15,111.09,2027-11
788,OD-000229,2030-07-20,2030-07-23,Same Day,Customer-0966,Customer-0966,Home Office,United States,San Antonio,Arizona,94084,South,PROD-9383,Furniture,Furnishings,Furnishings - Item 20,669.81,4,0.05,52.0,2030-07
789,OD-000229,2030-07-20,2030-07-24,Second Class,Customer-0966,Customer-0966,Consumer,United States,San Diego,California,33397,East,PROD-6571,Technology,Accessories,Accessories - Item 41,925.5,9,0.2,192.31,2030-07
790,OD-000229,2030-07-20,2030-07-25,First Class,Customer-0966,Customer-0966,Home Office,United States,Phoenix,Arizona,16641,West,PROD-7541,Furniture,Tables,Tables - Item 9,579.2,6,0.2,142.99,2030-07
791,OD-000230,2031-04-24,2031-04-26,Second Class,Customer-0575,Customer-0575,Corporate,United States,San Antonio,Pennsylvania,46126,West,PROD-6645,Office Supplies,Labels,Labels - Item 5,113.43,5,0.2,89.2,2031-04
792,OD-000230,2031-04-24,2031-04-25,Second Class,Customer-0575,Customer-0575,Home Office,United States,Chicago,California,11301,West,PROD-8696,Office Supplies,Labels,Labels - Item 76,117.06,1,0.05,-28.55,2031-04
793,OD-000230,2031-04-24,2031-04-25,Second Class,Customer-0575,Customer-0575,Home Office,United States,Los Angeles,Arizona,42735,West,PROD-3105,Technology,Phones,Phones - Item 18,625.95,1,0.15,136.08,2031-04
794,OD-000230,2031-04-24,2031-04-29,Standard Class,Customer-0575,Customer-0575,Home Office,United States,Chicago,Arizona,11067,Central,PROD-4013,Office Supplies,Supplies,Supplies - Item 14,932.84,3,0.05,-29.81,2031-04
795,OD-000230,2031-04-24,2031-04-28,Second Class,Customer-0575,Customer-0575,Home Office,United States,Houston,Illinois,22818,South,PROD-6856,Technology,Machines,Machines - Item 66,734.29,2,0.1,40.2,2031-04
796,OD-000231,2021-02-05,2021-02-06,Second Class,Customer-0585,Customer-0585,Home Office,United States,Houston,Texas,36883,West,PROD-6891,Furniture,Chairs,Chairs - Item 5,168.77,7,0.2,160.54,2021-02
797,OD-000231,2021-02-05,2021-02-08,First Class,Customer-0585,Customer-0585,Home Office,United States,Phoenix,Pennsylvania,72651,South,PROD-2304,Furniture,Tables,Tables - Item 82,623.77,2,0.05,73.79,2021-02
798,OD-000231,2021-02-05,2021-02-07,Same Day,Customer-0585,Customer-0585,Corporate,United States,San Antonio,California,37293,West,PROD-4055,Office Supplies,Binders,Binders - Item 77,420.3,2,0.1,180.8,2021-02
799,OD-000231,2021-02-05,2021-02-06,Second Class,Customer-0585,Customer-0585,Home Office,United States,Chicago,Texas,36044,South,PROD-3471,Technology,Phones,Phones - Item 59,426.63,7,0.05,176.11,2021-02
800,OD-000231,2021-02-05,2021-02-09,Same Day,Customer-0585,Customer-0585,Corporate,United States,Houston,California,20796,West,PROD-3413,Technology,Copiers,Copiers - Item 9,317.93,2,0.1,34.87,2021-02
801,OD-000232,2031-01-07,2031-01-11,Second Class,Customer-0161,Customer-0161,Consumer,United States,Houston,Texas,13992,Central,PROD-9027,Technology,Accessories,Accessories - Item 1,409.53,2,0.15,115.25,2031-01
802,OD-000232,2031-01-07,2031-01-12,First Class,Customer-0161,Customer-0161,Consumer,United States,Houston,California,56666,West,PROD-3525,Technology,Machines,Machines - Item 96,181.83,2,0.15,-1.35,2031-01
803,OD-000232,2031-01-07,2031-01-08,Second Class,Customer-0161,Customer-0161,Home Office,United States,Chicago,New York,65715,South,PROD-8289,Office Supplies,Binders,Binders - Item 52,323.79,4,0.0,90.28,2031-01
804,OD-000232,2031-01-07,2031-01-11,Standard Class,Customer-0161,Customer-0161,Corporate,United States,Philadelphia,Texas,19511,South,PROD-3846,Technology,Machines,Machines - Item 27,575.65,9,0.2,150.34,2031-01
805,OD-000233,2025-05-16,2025-05-19,First Class,Customer-0681,Customer-0681,Consumer,United States,Chicago,Texas,14090,Central,PROD-6723,Technology,Copiers,Copiers - Item 81,595.33,7,0.1,118.97,2025-05
806,OD-000233,2025-05-16,2025-05-18,Standard Class,Customer-0681,Customer-0681,Home Office,United States,Houston,California,81857,East,PROD-9678,Furniture,Furnishings,Furnishings - Item 10,862.05,4,0.2,182.82,2025-05
807,OD-000233,2025-05-16,2025-05-18,Standard Class,Customer-0681,Customer-0681,Home Office,United States,San Antonio,California,68582,Central,PROD-7787,Furniture,Chairs,Chairs - Item 67,465.72,2,0.15,-12.65,2025-05
808,OD-000233,2025-05-16,2025-05-17,Standard Class,Customer-0681,Customer-0681,Corporate,United States,San Antonio,Illinois,17851,Central,PROD-2600,Technology,Copiers,Copiers - Item 39,25.52,6,0.2,186.3,2025-05
809,OD-000234,2027-01-10,2027-01-14,Same Day,Customer-0089,Customer-0089,Home Office,United States,Phoenix,California,96120,West,PROD-9998,Office Supplies,Supplies,Supplies - Item 41,318.06,5,0.0,143.19,2027-01
810,OD-000234,2027-01-10,2027-01-11,Second Class,Customer-0089,Customer-0089,Consumer,United States,Phoenix,California,93488,East,PROD-4281,Technology,Accessories,Accessories - Item 74,454.85,1,0.2,43.07,2027-01
811,OD-000234,2027-01-10,2027-01-11,First Class,Customer-0089,Customer-0089,Home Office,United States,New York,Texas,65013,East,PROD-4342,Technology,Accessories,Accessories - Item 15,100.17,9,0.2,33.69,2027-01
812,OD-000235,2019-07-17,2019-07-21,First Class,Customer-0688,Customer-0688,Corporate,United States,Los Angeles,California,65822,South,PROD-5385,Office Supplies,Binders,Binders - Item 36,552.33,7,0.2,154.79,2019-07
813,OD-000235,2019-07-17,2019-07-21,First Class,Customer-0688,Customer-0688,Consumer,United States,San Antonio,Pennsylvania,17925,South,PROD-5468,Furniture,Bookcases,Bookcases - Item 3,564.4,7,0.0,188.2,2019-07
814,OD-000235,2019-07-17,2019-07-18,Same Day,Customer-0688,Customer-0688,Consumer,United States,Philadelphia,Pennsylvania,31134,Central,PROD-1782,Furniture,Bookcases,Bookcases - Item 51,958.4,8,0.2,132.84,2019-07
815,OD-000236,2024-04-14,2024-04-19,First Class,Customer-0781,Customer-0781,Home Office,United States,Chicago,Texas,76912,South,PROD-6408,Office Supplies,Supplies,Supplies - Item 67,439.29,9,0.15,169.15,2024-04
816,OD-000236,2024-04-14,2024-04-18,Standard Class,Customer-0781,Customer-0781,Consumer,United States,Phoenix,California,91251,East,PROD-9046,Office Supplies,Labels,Labels - Item 76,377.35,3,0.2,172.22,2024-04
817,OD-000236,2024-04-14,2024-04-19,Second Class,Customer-0781,Customer-0781,Consumer,United States,New York,Texas,33225,West,PROD-9581,Technology,Accessories,Accessories - Item 65,777.9,8,0.1,30.99,2024-04
818,OD-000236,2024-04-14,2024-04-20,Second Class,Customer-0781,Customer-0781,Corporate,United States,San Antonio,Texas,25065,Central,PROD-9031,Technology,Machines,Machines - Item 10,788.24,6,0.15,4.05,2024-04
819,OD-000237,2028-10-22,2028-10-23,Standard Class,Customer-0585,Customer-0585,Home Office,United States,Houston,Texas,59777,Central,PROD-8983,Office Supplies,Storage,Storage - Item 96,316.74,2,0.2,189.78,2028-10
820,OD-000237,2028-10-22,2028-10-26,Same Day,Customer-0585,Customer-0585,Home Office,United States,San Antonio,Pennsylvania,98747,Central,PROD-9359,Technology,Copiers,Copiers - Item 86,584.53,1,0.2,-33.78,2028-10
821,OD-000237,2028-10-22,2028-10-24,First Class,Customer-0585,Customer-0585,Consumer,United States,San Diego,Texas,78617,West,PROD-3291,Furniture,Tables,Tables - Item 95,287.25,9,0.1,-0.14,2028-10
822,OD-000237,2028-10-22,2028-10-26,Standard Class,Customer-0585,Customer-0585,Home Office,United States,Philadelphia,California,45847,South,PROD-3258,Furniture,Bookcases,Bookcases - Item 48,670.57,6,0.0,136.1,2028-10
823,OD-000237,2028-10-22,2028-10-28,Same Day,Customer-0585,Customer-0585,Home Office,United States,San Diego,Texas,83124,South,PROD-6083,Technology,Accessories,Accessories - Item 70,573.35,5,0.1,145.91,2028-10
824,OD-000238,2020-08-31,2020-09-06,First Class,Customer-0757,Customer-0757,Consumer,United States,Phoenix,Texas,80043,South,PROD-3996,Technology,Accessories,Accessories - Item 12,713.28,2,0.2,158.72,2020-08
825,OD-000238,2020-08-31,2020-09-05,First Class,Customer-0757,Customer-0757,Consumer,United States,New York,California,35511,West,PROD-6378,Furniture,Chairs,Chairs - Item 17,432.89,7,0.15,53.37,2020-08
826,OD-000238,2020-08-31,2020-09-06,Second Class,Customer-0757,Customer-0757,Consumer,United States,San Diego,Illinois,88437,East,PROD-3670,Office Supplies,Labels,Labels - Item 32,798.01,1,0.0,-22.35,2020-08
827,OD-000238,2020-08-31,2020-09-03,Standard Class,Customer-0757,Customer-0757,Home Office,United States,Chicago,Texas,35444,Central,PROD-8434,Office Supplies,Paper,Paper - Item 86,467.87,3,0.1,75.5,2020-08
828,OD-000238,2020-08-31,2020-09-01,Same Day,Customer-0757,Customer-0757,Home Office,United States,Houston,Illinois,92172,West,PROD-9820,Office Supplies,Storage,Storage - Item 21,354.59,6,0.0,192.74,2020-08
829,OD-000239,2027-12-17,2027-12-23,Standard Class,Customer-0589,Customer-0589,Consumer,United States,New York,California,18698,East,PROD-7724,Furniture,Chairs,Chairs - Item 30,280.35,1,0.1,103.08,2027-12
830,OD-000239,2027-12-17,2027-12-23,First Class,Customer-0589,Customer-0589,Home Office,United States,Houston,Illinois,25797,South,PROD-4613,Technology,Machines,Machines - Item 39,158.4,7,0.1,25.01,2027-12
831,OD-000240,2022-02-21,2022-02-24,Second Class,Customer-0159,Customer-0159,Corporate,United States,Phoenix,California,14383,West,PROD-2593,Technology,Machines,Machines - Item 39,618.98,2,0.15,126.78,2022-02
832,OD-000240,2022-02-21,2022-02-27,Standard Class,Customer-0159,Customer-0159,Consumer,United States,Los Angeles,California,11908,Central,PROD-2790,Technology,Machines,Machines - Item 9,140.52,9,0.0,36.92,2022-02
833,OD-000240,2022-02-21,2022-02-27,Same Day,Customer-0159,Customer-0159,Corporate,United States,San Diego,California,31695,West,PROD-9792,Office Supplies,Paper,Paper - Item 49,150.86,5,0.2,66.22,2022-02
834,OD-000240,2022-02-21,2022-02-23,First Class,Customer-0159,Customer-0159,Consumer,United States,Los Angeles,Illinois,98176,South,PROD-2934,Office Supplies,Paper,Paper - Item 63,362.62,1,0.05,165.15,2022-02
835,OD-000241,2030-09-22,2030-09-25,First Class,Customer-0489,Customer-0489,Consumer,United States,Philadelphia,Pennsylvania,67645,West,PROD-3944,Furniture,Bookcases,Bookcases - Item 29,924.45,1,0.0,75.72,2030-09
836,OD-000241,2030-09-22,2030-09-24,Same Day,Customer-0489,Customer-0489,Corporate,United States,Chicago,California,99438,Central,PROD-2178,Furniture,Chairs,Chairs - Item 16,404.56,8,0.15,45.77,2030-09
837,OD-000241,2030-09-22,2030-09-26,First Class,Customer-0489,Customer-0489,Home Office,United States,New York,Illinois,95186,South,PROD-6149,Furniture,Tables,Tables - Item 9,185.54,6,0.2,48.19,2030-09
838,OD-000241,2030-09-22,2030-09-23,Same Day,Customer-0489,Customer-0489,Home Office,United States,Chicago,Illinois,55511,South,PROD-1443,Office Supplies,Binders,Binders - Item 87,119.44,7,0.05,142.3,2030-09
839,OD-000242,2028-04-20,2028-04-26,Standard Class,Customer-0971,Customer-0971,Corporate,United States,San Diego,New York,31529,South,PROD-9753,Technology,Machines,Machines - Item 80,249.43,5,0.05,-16.19,2028-04
840,OD-000242,2028-04-20,2028-04-24,Standard Class,Customer-0971,Customer-0971,Corporate,United States,Philadelphia,Illinois,87084,South,PROD-5177,Office Supplies,Binders,Binders - Item 44,389.63,1,0.05,101.27,2028-04
841,OD-000242,2028-04-20,2028-04-23,Second Class,Customer-0971,Customer-0971,Consumer,United States,New York,California,14861,Central,PROD-4358,Technology,Machines,Machines - Item 66,20.85,6,0.15,-18.32,2028-04
842,OD-000243,2025-11-16,2025-11-18,Standard Class,Customer-0324,Customer-0324,Corporate,United States,Chicago,Texas,50078,East,PROD-6817,Technology,Machines,Machines - Item 5,493.82,9,0.0,49.66,2025-11
843,OD-000243,2025-11-16,2025-11-22,Second Class,Customer-0324,Customer-0324,Corporate,United States,San Diego,Pennsylvania,70840,East,PROD-1400,Furniture,Chairs,Chairs - Item 24,686.25,9,0.1,98.64,2025-11
844,OD-000243,2025-11-16,2025-11-20,Standard Class,Customer-0324,Customer-0324,Home Office,United States,San Antonio,Arizona,72985,East,PROD-9499,Furniture,Furnishings,Furnishings - Item 6,833.01,7,0.0,97.34,2025-11
845,OD-000244,2023-11-30,2023-12-01,Standard Class,Customer-0610,Customer-0610,Consumer,United States,Philadelphia,California,99934,Central,PROD-4475,Furniture,Chairs,Chairs - Item 37,107.88,6,0.1,24.84,2023-11
846,OD-000244,2023-11-30,2023-12-03,Standard Class,Customer-0610,Customer-0610,Corporate,United States,San Diego,California,25234,East,PROD-8366,Office Supplies,Supplies,Supplies - Item 89,760.49,2,0.2,16.82,2023-11
847,OD-000244,2023-11-30,2023-12-01,Standard Class,Customer-0610,Customer-0610,Corporate,United States,Houston,California,85667,South,PROD-9461,Furniture,Furnishings,Furnishings - Item 44,906.04,1,0.15,89.18,2023-11
848,OD-000244,2023-11-30,2023-12-01,Same Day,Customer-0610,Customer-0610,Consumer,United States,Houston,California,69486,East,PROD-9308,Furniture,Tables,Tables - Item 87,269.84,6,0.1,-35.35,2023-11
849,OD-000245,2020-10-21,2020-10-25,Second Class,Customer-0381,Customer-0381,Consumer,United States,Houston,New York,98078,West,PROD-9308,Furniture,Chairs,Chairs - Item 75,546.78,4,0.1,118.9,2020-10
850,OD-000245,2020-10-21,2020-10-24,Second Class,Customer-0381,Customer-0381,Corporate,United States,Phoenix,Texas,72969,East,PROD-8324,Technology,Copiers,Copiers - Item 23,968.48,5,0.1,86.51,2020-10
851,OD-000245,2020-10-21,2020-10-25,Second Class,Customer-0381,Customer-0381,Consumer,United States,Chicago,New York,27809,West,PROD-9469,Furniture,Tables,Tables - Item 64,700.02,1,0.1,30.98,2020-10
852,OD-000245,2020-10-21,2020-10-25,First Class,Customer-0381,Customer-0381,Corporate,United States,Philadelphia,California,47049,West,PROD-5768,Furniture,Chairs,Chairs - Item 39,624.99,7,0.05,182.78,2020-10
853,OD-000246,2026-09-12,2026-09-17,First Class,Customer-0102,Customer-0102,Consumer,United States,New York,California,20467,Central,PROD-5623,Technology,Phones,Phones - Item 31,78.79,1,0.05,139.12,2026-09
854,OD-000246,2026-09-12,2026-09-15,Same Day,Customer-0102,Customer-0102,Home Office,United States,San Diego,New York,40473,South,PROD-3629,Office Supplies,Supplies,Supplies - Item 8,785.27,3,0.05,176.56,2026-09
855,OD-000246,2026-09-12,2026-09-14,First Class,Customer-0102,Customer-0102,Home Office,United States,Los Angeles,New York,98867,Central,PROD-8179,Technology,Machines,Machines - Item 1,308.58,9,0.2,186.26,2026-09
856,OD-000246,2026-09-12,2026-09-18,Second Class,Customer-0102,Customer-0102,Consumer,United States,San Antonio,California,89030,Central,PROD-7387,Technology,Copiers,Copiers - Item 14,763.45,9,0.2,165.23,2026-09
857,OD-000247,2022-10-01,2022-10-04,Standard Class,Customer-0494,Customer-0494,Corporate,United States,San Antonio,Pennsylvania,86293,South,PROD-9490,Technology,Phones,Phones - Item 93,350.27,1,0.15,-2.96,2022-10
858,OD-000247,2022-10-01,2022-10-06,Second Class,Customer-0494,Customer-0494,Corporate,United States,San Antonio,Texas,42806,South,PROD-8069,Furniture,Chairs,Chairs - Item 35,136.52,2,0.15,26.39,2022-10
859,OD-000248,2024-06-09,2024-06-13,Second Class,Customer-0644,Customer-0644,Home Office,United States,Phoenix,Texas,37738,South,PROD-6543,Office Supplies,Paper,Paper - Item 29,961.85,6,0.0,152.93,2024-06
860,OD-000248,2024-06-09,2024-06-13,First Class,Customer-0644,Customer-0644,Corporate,United States,Los Angeles,New York,70558,West,PROD-4766,Technology,Machines,Machines - Item 53,391.19,8,0.0,187.49,2024-06
861,OD-000248,2024-06-09,2024-06-11,First Class,Customer-0644,Customer-0644,Consumer,United States,Houston,Illinois,54104,East,PROD-6362,Technology,Phones,Phones - Item 86,137.22,5,0.1,175.89,2024-06
862,OD-000248,2024-06-09,2024-06-11,Standard Class,Customer-0644,Customer-0644,Corporate,United States,New York,California,53874,West,PROD-2239,Technology,Accessories,Accessories - Item 39,328.16,2,0.0,18.51,2024-06
863,OD-000249,2034-06-01,2034-06-05,Same Day,Customer-0614,Customer-0614,Corporate,United States,San Diego,California,95455,Central,PROD-6367,Technology,Accessories,Accessories - Item 75,702.19,9,0.15,70.42,2034-06
864,OD-000249,2034-06-01,2034-06-02,Standard Class,Customer-0614,Customer-0614,Corporate,United States,San Diego,California,97789,South,PROD-3121,Technology,Accessories,Accessories - Item 74,408.94,2,0.1,13.04,2034-06
865,OD-000249,2034-06-01,2034-06-04,Second Class,Customer-0614,Customer-0614,Consumer,United States,San Antonio,California,48785,East,PROD-5318,Furniture,Tables,Tables - Item 81,998.76,5,0.0,24.7,2034-06
866,OD-000249,2034-06-01,2034-06-05,First Class,Customer-0614,Customer-0614,Consumer,United States,Houston,Illinois,46153,East,PROD-2965,Technology,Accessories,Accessories - Item 45,53.16,6,0.1,123.95,2034-06
867,OD-000249,2034-06-01,2034-06-02,First Class,Customer-0614,Customer-0614,Home Office,United States,Phoenix,Pennsylvania,32448,East,PROD-8144,Furniture,Bookcases,Bookcases - Item 91,240.64,1,0.05,54.01,2034-06
868,OD-000250,2019-05-27,2019-06-01,Second Class,Customer-0019,Customer-0019,Corporate,United States,Los Angeles,Texas,90221,South,PROD-9724,Technology,Machines,Machines - Item 93,814.78,6,0.05,139.02,2019-05
869,OD-000250,2019-05-27,2019-05-28,First Class,Customer-0019,Customer-0019,Corporate,United States,Houston,California,12596,South,PROD-6924,Furniture,Furnishings,Furnishings - Item 76,866.12,4,0.0,-38.77,2019-05
870,OD-000250,2019-05-27,2019-06-01,First Class,Customer-0019,Customer-0019,Home Office,United States,Houston,Texas,94458,Central,PROD-1861,Office Supplies,Labels,Labels - Item 85,140.61,1,0.05,36.4,2019-05
871,OD-000251,2027-10-25,2027-10-29,First Class,Customer-0454,Customer-0454,Consumer,United States,Houston,Pennsylvania,85937,South,PROD-6962,Office Supplies,Paper,Paper - Item 57,276.04,9,0.05,123.85,2027-10
872,OD-000251,2027-10-25,2027-10-30,Standard Class,Customer-0454,Customer-0454,Corporate,United States,Los Angeles,Arizona,33874,South,PROD-4251,Furniture,Bookcases,Bookcases - Item 18,974.2,5,0.2,155.53,2027-10
873,OD-000251,2027-10-25,2027-10-28,Second Class,Customer-0454,Customer-0454,Consumer,United States,Philadelphia,Illinois,14257,Central,PROD-7099,Office Supplies,Labels,Labels - Item 63,313.71,5,0.05,62.34,2027-10
874,OD-000251,2027-10-25,2027-10-29,Standard Class,Customer-0454,Customer-0454,Corporate,United States,Houston,Arizona,84264,South,PROD-9012,Office Supplies,Paper,Paper - Item 63,329.11,3,0.0,26.87,2027-10
875,OD-000252,2026-12-21,2026-12-22,Same Day,Customer-0482,Customer-0482,Consumer,United States,San Diego,Texas,78340,East,PROD-4936,Furniture,Bookcases,Bookcases - Item 71,936.51,2,0.05,77.31,2026-12
876,OD-000252,2026-12-21,2026-12-26,First Class,Customer-0482,Customer-0482,Corporate,United States,Chicago,Arizona,38842,Central,PROD-6447,Furniture,Chairs,Chairs - Item 25,637.71,1,0.05,-36.95,2026-12
877,OD-000252,2026-12-21,2026-12-25,Standard Class,Customer-0482,Customer-0482,Home Office,United States,Phoenix,California,24990,West,PROD-9685,Office Supplies,Paper,Paper - Item 34,229.01,8,0.05,-1.18,2026-12
878,OD-000252,2026-12-21,2026-12-25,Same Day,Customer-0482,Customer-0482,Consumer,United States,Los Angeles,Pennsylvania,99451,Central,PROD-3365,Technology,Copiers,Copiers - Item 13,566.0,4,0.15,128.05,2026-12
879,OD-000253,2023-10-01,2023-10-02,Standard Class,Customer-0594,Customer-0594,Consumer,United States,New York,Texas,58402,Central,PROD-8008,Furniture,Bookcases,Bookcases - Item 44,761.46,2,0.05,199.3,2023-10
880,OD-000253,2023-10-01,2023-10-02,Standard Class,Customer-0594,Customer-0594,Corporate,United States,San Diego,Texas,64957,South,PROD-5355,Office Supplies,Supplies,Supplies - Item 38,123.64,3,0.1,-37.06,2023-10
881,OD-000254,2024-01-18,2024-01-23,Same Day,Customer-0397,Customer-0397,Consumer,United States,Phoenix,Texas,12035,South,PROD-9291,Technology,Copiers,Copiers - Item 61,922.91,6,0.1,59.09,2024-01
882,OD-000254,2024-01-18,2024-01-23,Standard Class,Customer-0397,Customer-0397,Consumer,United States,San Antonio,California,85751,Central,PROD-3285,Office Supplies,Binders,Binders - Item 22,51.73,2,0.05,199.77,2024-01
883,OD-000254,2024-01-18,2024-01-20,First Class,Customer-0397,Customer-0397,Corporate,United States,Los Angeles,Texas,30998,East,PROD-7189,Technology,Machines,Machines - Item 18,268.52,8,0.05,98.41,2024-01
884,OD-000254,2024-01-18,2024-01-24,First Class,Customer-0397,Customer-0397,Home Office,United States,New York,California,73783,Central,PROD-6203,Office Supplies,Supplies,Supplies - Item 15,815.93,9,0.2,139.41,2024-01
885,OD-000254,2024-01-18,2024-01-20,Standard Class,Customer-0397,Customer-0397,Corporate,United States,Houston,Illinois,58197,West,PROD-1375,Technology,Accessories,Accessories - Item 89,911.51,9,0.05,152.28,2024-01
886,OD-000255,2020-05-03,2020-05-08,Second Class,Customer-0279,Customer-0279,Consumer,United States,Philadelphia,California,34723,South,PROD-5016,Furniture,Bookcases,Bookcases - Item 58,628.18,9,0.15,-11.36,2020-05
887,OD-000255,2020-05-03,2020-05-04,First Class,Customer-0279,Customer-0279,Consumer,United States,Los Angeles,New York,78531,West,PROD-3216,Technology,Copiers,Copiers - Item 44,16.02,4,0.1,162.42,2020-05
888,OD-000256,2027-02-24,2027-02-26,Second Class,Customer-0851,Customer-0851,Home Office,United States,Phoenix,California,31966,Central,PROD-2176,Furniture,Bookcases,Bookcases - Item 55,797.74,5,0.15,65.13,2027-02
889,OD-000256,2027-02-24,2027-02-28,Same Day,Customer-0851,Customer-0851,Home Office,United States,Houston,Texas,34089,Central,PROD-7679,Furniture,Tables,Tables - Item 10,531.48,7,0.1,139.08,2027-02
890,OD-000257,2024-05-13,2024-05-19,Second Class,Customer-0365,Customer-0365,Corporate,United States,Houston,Illinois,21226,East,PROD-4119,Office Supplies,Storage,Storage - Item 63,252.24,2,0.2,121.56,2024-05
891,OD-000257,2024-05-13,2024-05-18,Standard Class,Customer-0365,Customer-0365,Corporate,United States,Houston,Pennsylvania,27373,East,PROD-1937,Office Supplies,Supplies,Supplies - Item 49,330.29,8,0.05,122.46,2024-05
892,OD-000257,2024-05-13,2024-05-14,Same Day,Customer-0365,Customer-0365,Home Office,United States,Phoenix,Pennsylvania,81011,West,PROD-6161,Furniture,Chairs,Chairs - Item 31,891.49,6,0.15,-17.77,2024-05
893,OD-000257,2024-05-13,2024-05-14,Standard Class,Customer-0365,Customer-0365,Consumer,United States,Philadelphia,Texas,18083,Central,PROD-6543,Technology,Copiers,Copiers - Item 59,279.72,8,0.2,-10.91,2024-05
894,OD-000257,2024-05-13,2024-05-18,First Class,Customer-0365,Customer-0365,Corporate,United States,Chicago,Arizona,59057,Central,PROD-5163,Furniture,Bookcases,Bookcases - Item 5,97.07,2,0.15,191.95,2024-05
895,OD-000258,2034-10-08,2034-10-11,Same Day,Customer-0331,Customer-0331,Consumer,United States,San Diego,Texas,60526,South,PROD-7359,Technology,Machines,Machines - Item 49,449.37,1,0.0,119.8,2034-10
896,OD-000258,2034-10-08,2034-10-09,Same Day,Customer-0331,Customer-0331,Home Office,United States,Chicago,New York,47739,West,PROD-9389,Furniture,Bookcases,Bookcases - Item 73,917.85,5,0.0,115.89,2034-10
897,OD-000259,2025-07-13,2025-07-19,First Class,Customer-0641,Customer-0641,Consumer,United States,New York,Texas,69395,Central,PROD-3954,Technology,Copiers,Copiers - Item 15,960.41,6,0.05,184.65,2025-07
898,OD-000259,2025-07-13,2025-07-14,Same Day,Customer-0641,Customer-0641,Corporate,United States,Houston,Texas,96916,East,PROD-7542,Technology,Copiers,Copiers - Item 90,533.4,9,0.0,57.19,2025-07
899,OD-000259,2025-07-13,2025-07-15,Same Day,Customer-0641,Customer-0641,Consumer,United States,San Antonio,Illinois,29861,West,PROD-4857,Office Supplies,Storage,Storage - Item 48,218.57,9,0.1,177.49,2025-07
900,OD-000259,2025-07-13,2025-07-15,Second Class,Customer-0641,Customer-0641,Corporate,United States,San Diego,Texas,86625,South,PROD-6758,Furniture,Bookcases,Bookcases - Item 93,303.54,6,0.1,116.92,2025-07
901,OD-000260,2026-12-29,2027-01-04,Same Day,Customer-0344,Customer-0344,Consumer,United States,Houston,Texas,81834,West,PROD-6146,Technology,Machines,Machines - Item 12,852.58,7,0.05,-0.8,2026-12
902,OD-000260,2026-12-29,2027-01-03,First Class,Customer-0344,Customer-0344,Home Office,United States,Chicago,Pennsylvania,13970,West,PROD-4999,Office Supplies,Binders,Binders - Item 43,402.06,3,0.0,7.96,2026-12
903,OD-000260,2026-12-29,2026-12-31,First Class,Customer-0344,Customer-0344,Home Office,United States,Philadelphia,California,74435,East,PROD-7966,Office Supplies,Labels,Labels - Item 46,812.71,1,0.15,-19.03,2026-12
904,OD-000261,2031-12-20,2031-12-23,Standard Class,Customer-0822,Customer-0822,Home Office,United States,Chicago,New York,38330,South,PROD-1209,Office Supplies,Paper,Paper - Item 7,329.81,2,0.2,53.77,2031-12
